user_id,prev_loc,curr_loc,updated_at
U00964,POINT(-86.577336 27.056970),POINT(-90.847511 26.116932),2025-04-15 16:03:13
U03362,POINT(-76.769983 44.625408),POINT(-99.651394 25.790399),2025-11-10 01:26:06
U00112,POINT(-105.361706 29.670233),POINT(-117.538601 39.442682),2025-02-18 08:38:06
U00124,POINT(-107.177269 41.397813),POINT(-72.306398 35.016390),2024-07-28 05:41:34
U04486,POINT(-110.845455 47.301597),POINT(-73.921061 25.200711),2026-03-14 03:53:23
U03586,POINT(-122.768582 44.268967),POINT(-69.832376 48.378751),2024-02-01 14:00:24
U01275,POINT(-90.952234 38.439822),POINT(-102.073495 43.531722),2024-04-25 22:59:01
U01276,POINT(-101.616203 42.198693),POINT(-83.283870 33.543302),2025-08-31 20:31:00
U01523,POINT(-118.162909 30.438946),POINT(-121.152996 26.341801),2024-06-27 21:44:25
U01560,POINT(-81.285004 47.025854),POINT(-99.008326 48.377070),2024-04-01 14:51:43
U02383,POINT(-84.572510 44.041141),POINT(-119.316022 25.136597),2025-09-02 21:36:17
U04215,POINT(-110.710266 42.931059),POINT(-71.602694 31.240504),2026-01-24 14:59:50
U01826,POINT(-93.791748 40.404098),POINT(-110.963464 28.970283),2025-11-13 11:31:47
U02302,POINT(-103.689846 42.115913),POINT(-73.314806 40.749307),2025-08-06 11:08:46
U03874,POINT(-117.175521 44.677730),POINT(-85.318632 45.516438),2025-09-08 10:41:51
U00187,POINT(-77.538826 38.389191),POINT(-112.731223 38.084471),2026-03-29 04:54:49
U00473,POINT(-77.886147 25.156134),POINT(-110.859134 31.241024),2024-10-14 14:21:17
U02937,POINT(-74.467164 44.094998),POINT(-102.764291 44.810477),2025-10-28 13:07:11
U00510,POINT(-120.818261 25.529088),POINT(-115.721571 29.245597),2025-07-15 10:47:01
U00925,POINT(-111.086810 30.292202),POINT(-86.372785 38.249152),2026-03-12 13:38:41
U01563,POINT(-110.623204 41.463439),POINT(-72.289127 47.310915),2024-05-25 08:24:12
U01402,POINT(-73.350742 29.479660),POINT(-120.169506 32.306792),2025-12-25 16:03:52
U04168,POINT(-107.655297 33.766147),POINT(-97.457072 41.630043),2026-01-06 08:38:33
U00456,POINT(-109.176875 26.755055),POINT(-110.692430 45.733285),2024-01-07 11:26:32
U00720,POINT(-78.155704 31.653879),POINT(-115.705009 44.178553),2024-11-10 19:47:22
U01272,POINT(-90.023936 33.777021),POINT(-74.269088 47.519073),2024-07-03 14:22:29
U02310,POINT(-85.068984 44.514903),POINT(-115.618386 38.784745),2025-07-06 07:42:12
U01480,POINT(-98.225727 33.179994),POINT(-88.581629 29.705826),2024-11-12 15:23:05
U03031,POINT(-116.813189 28.105418),POINT(-74.871913 37.961987),2024-08-22 06:40:41
U03977,POINT(-80.090691 31.510305),POINT(-119.287145 46.283905),2025-10-30 01:50:48
U01988,POINT(-92.554891 26.264380),POINT(-119.310540 45.719278),2024-07-14 01:18:53
U00888,POINT(-119.107603 45.474632),POINT(-68.486282 33.894459),2025-07-05 17:15:54
U04749,POINT(-110.550874 32.747984),POINT(-80.003578 47.296484),2025-02-05 10:09:19
U01470,POINT(-117.027514 30.323785),POINT(-88.841825 38.265612),2024-05-31 22:31:33
U02840,POINT(-95.703890 36.086235),POINT(-71.316873 33.079608),2024-01-27 09:57:00
U01794,POINT(-74.258271 27.880091),POINT(-68.646534 32.125814),2024-01-28 10:58:21
U01401,POINT(-82.222075 45.787844),POINT(-103.551821 28.011734),2025-09-01 15:40:10
U04704,POINT(-112.614981 28.418923),POINT(-81.967284 34.005312),2025-12-31 20:19:08
U00834,POINT(-81.676087 32.352465),POINT(-85.269501 47.238350),2026-03-29 12:09:31
U02656,POINT(-69.850048 44.238782),POINT(-85.680393 32.628344),2025-08-18 10:31:01
U02708,POINT(-93.162386 26.019423),POINT(-111.224386 36.647829),2024-03-02 13:30:08
U02482,POINT(-76.401347 46.383353),POINT(-91.869071 35.036664),2024-01-19 20:06:13
U01239,POINT(-87.864742 46.145462),POINT(-70.794829 32.838297),2024-06-23 00:28:15
U02380,POINT(-89.672193 31.564241),POINT(-123.360194 29.972356),2025-11-25 01:21:43
U01331,POINT(-104.429902 47.500249),POINT(-75.269879 48.243381),2025-06-08 12:38:18
U02837,POINT(-113.628910 36.903110),POINT(-94.021318 33.335390),2026-01-24 14:50:11
U02778,POINT(-93.356531 38.241563),POINT(-123.313115 34.145376),2025-01-17 15:06:33
U01143,POINT(-95.838301 48.790494),POINT(-99.558209 25.310385),2024-04-13 21:41:56
U02252,POINT(-94.062917 32.097516),POINT(-120.681546 48.686601),2024-09-01 10:04:29
U04557,POINT(-86.902646 26.924187),POINT(-107.679891 46.429352),2025-08-10 05:13:31
U02766,POINT(-116.647654 44.381331),POINT(-75.515323 29.923715),2025-11-24 00:50:26
U03583,POINT(-82.240006 34.118130),POINT(-82.378305 48.626936),2024-09-24 04:11:53
U03821,POINT(-79.643749 41.073262),POINT(-68.117502 40.182512),2025-04-28 08:34:19
U00626,POINT(-113.124544 39.081410),POINT(-82.965276 28.044213),2025-07-05 21:17:44
U00287,POINT(-73.339306 37.622385),POINT(-104.041693 43.981649),2025-08-07 08:27:19
U04614,POINT(-108.056230 45.703075),POINT(-107.727106 30.217219),2025-10-31 15:23:55
U00800,POINT(-73.512199 46.888519),POINT(-69.447779 37.322208),2025-04-11 06:40:31
U01944,POINT(-94.440869 46.607409),POINT(-92.026601 47.106580),2024-09-18 19:16:51
U01572,POINT(-93.888813 44.270120),POINT(-80.736783 38.451936),2024-03-03 14:02:04
U02448,POINT(-92.590090 33.925618),POINT(-80.983107 28.314088),2025-10-15 03:29:04
U02668,POINT(-123.312382 39.292613),POINT(-121.093201 39.576021),2025-08-14 11:15:01
U00345,POINT(-120.880730 45.812632),POINT(-74.887646 35.701759),2024-08-12 17:05:39
U01872,POINT(-73.465713 31.392478),POINT(-81.298828 25.848303),2026-04-06 13:04:00
U03247,POINT(-71.824367 45.821591),POINT(-89.729819 25.797772),2025-12-28 08:11:48
U03862,POINT(-118.691262 35.078470),POINT(-90.485148 32.201702),2025-04-08 05:37:40
U02532,POINT(-83.847552 47.375161),POINT(-123.963723 43.682510),2025-05-03 23:58:00
U04578,POINT(-79.731891 40.157973),POINT(-112.349199 46.820163),2025-06-01 21:19:31
U02152,POINT(-108.400845 41.683023),POINT(-117.064626 28.488659),2024-04-27 07:37:07
U01082,POINT(-109.522960 30.884011),POINT(-87.304432 27.502903),2025-08-21 12:21:13
U00419,POINT(-118.622210 43.945190),POINT(-105.687808 25.593001),2026-01-02 08:03:28
U00887,POINT(-91.907495 34.012193),POINT(-101.437076 45.540627),2026-02-02 01:19:57
U03740,POINT(-103.367649 41.782382),POINT(-86.746272 47.269936),2025-03-11 02:08:36
U00787,POINT(-122.472931 47.792801),POINT(-115.736310 46.500714),2024-11-23 00:17:18
U00615,POINT(-109.085941 46.596496),POINT(-95.968959 34.159524),2024-02-03 23:59:33
U03219,POINT(-69.218395 41.641876),POINT(-113.146095 41.227405),2024-04-27 14:58:42
U02096,POINT(-120.689090 25.862577),POINT(-67.135653 32.673319),2026-03-07 06:28:17
U01825,POINT(-100.470416 40.629891),POINT(-103.185232 35.689220),2024-11-09 20:16:24
U00839,POINT(-83.453754 34.314343),POINT(-86.250359 26.827578),2025-06-05 15:42:06
U03255,POINT(-86.940583 36.659069),POINT(-96.567284 47.195406),2024-11-10 17:08:18
U01017,POINT(-106.053958 29.549261),POINT(-107.028212 27.362869),2025-02-04 04:11:21
U03198,POINT(-82.276687 28.694152),POINT(-113.729043 38.394451),2025-04-18 07:08:01
U00596,POINT(-80.284005 33.159543),POINT(-108.945065 48.584856),2024-02-22 12:52:08
U04593,POINT(-122.036720 43.733230),POINT(-121.661033 40.750198),2024-05-13 10:10:14
U04830,POINT(-102.282244 42.073593),POINT(-84.101404 34.180391),2024-01-04 11:25:58
U03537,POINT(-88.418106 42.320848),POINT(-105.862789 41.476444),2024-12-31 02:20:29
U03221,POINT(-119.525750 28.209458),POINT(-88.689452 28.367741),2024-07-02 07:14:02
U03897,POINT(-82.701236 27.170309),POINT(-71.694397 44.834038),2026-01-20 18:35:18
U01694,POINT(-114.130430 45.699265),POINT(-112.615778 33.595477),2024-09-15 10:33:43
U02053,POINT(-123.136259 43.135855),POINT(-87.231474 46.823788),2024-06-21 01:40:55
U03149,POINT(-113.408464 44.377422),POINT(-120.126215 31.929737),2024-10-11 01:12:06
U02879,POINT(-123.440386 37.459121),POINT(-77.650763 28.632725),2024-05-29 02:08:55
U02128,POINT(-83.190587 35.192867),POINT(-101.802092 37.861229),2025-01-04 19:18:12
U01555,POINT(-115.688468 40.455546),POINT(-93.850026 28.467987),2024-04-09 15:12:49
U00052,POINT(-117.816674 45.625697),POINT(-99.975388 44.197446),2025-07-17 19:49:47
U00416,POINT(-118.039950 31.485301),POINT(-106.486374 26.440093),2025-05-30 00:09:14
U03810,POINT(-78.988262 27.084528),POINT(-86.603859 39.339285),2024-12-31 02:03:13
U04426,POINT(-77.802879 31.680621),POINT(-111.565580 38.920959),2024-06-09 14:10:04
U04787,POINT(-106.341297 46.420146),POINT(-68.436454 45.804964),2024-04-25 16:02:06
U01322,POINT(-109.078667 48.173919),POINT(-104.788175 48.331898),2026-01-15 17:07:49
U01753,POINT(-81.602199 26.042642),POINT(-75.097100 47.615667),2024-01-31 22:57:43
U00968,POINT(-70.085335 39.912614),POINT(-88.030133 41.818309),2025-02-03 11:33:07
U04604,POINT(-80.260783 33.571092),POINT(-79.675326 46.394841),2024-09-05 17:31:46
U03365,POINT(-86.323942 43.717852),POINT(-123.437594 28.589896),2024-01-24 08:44:58
U03438,POINT(-94.590912 30.959059),POINT(-101.960545 40.613351),2025-07-29 20:34:13
U04142,POINT(-90.861124 25.033859),POINT(-89.662020 25.503288),2024-05-07 16:30:20
U00607,POINT(-73.140283 40.245930),POINT(-116.887173 25.161273),2026-01-20 08:04:12
U04694,POINT(-109.243751 29.228748),POINT(-113.140939 32.166365),2025-08-27 18:09:19
U03983,POINT(-68.974273 27.958154),POINT(-118.148631 45.740015),2024-05-26 22:03:39
U01135,POINT(-98.571535 37.684091),POINT(-117.441892 41.257014),2024-04-27 14:22:45
U02086,POINT(-85.338477 43.627959),POINT(-79.175043 39.808492),2024-04-18 20:33:21
U00657,POINT(-123.286583 32.835033),POINT(-67.031710 37.266146),2024-01-28 19:13:24
U03003,POINT(-95.988593 34.033446),POINT(-91.102725 33.972629),2024-04-05 20:46:34
U04960,POINT(-99.435727 38.183803),POINT(-68.652680 42.200568),2026-02-09 22:20:24
U04213,POINT(-100.954355 48.584660),POINT(-104.565336 25.698207),2025-03-18 13:14:15
U01531,POINT(-88.976883 42.267331),POINT(-80.333309 34.007325),2025-02-02 14:42:29
U01784,POINT(-93.466164 37.027761),POINT(-88.032110 28.010778),2024-12-11 20:27:06
U02782,POINT(-119.308277 42.480560),POINT(-76.323522 30.371783),2024-06-10 09:35:38
U03260,POINT(-106.649622 32.687146),POINT(-119.107090 36.684617),2024-10-13 16:17:45
U01909,POINT(-102.341920 43.749426),POINT(-114.068567 48.214641),2024-07-16 21:55:55
U03541,POINT(-91.932743 30.419006),POINT(-79.527967 42.182256),2024-07-25 16:33:14
U03805,POINT(-94.033103 25.077592),POINT(-118.862655 41.541324),2025-12-04 14:49:59
U01832,POINT(-69.840010 44.202025),POINT(-67.921137 47.945271),2024-10-08 10:42:56
U03816,POINT(-84.491365 32.910301),POINT(-74.206491 34.889042),2026-02-07 08:10:52
U01385,POINT(-115.412757 46.676386),POINT(-116.721835 25.260176),2025-06-05 21:32:53
U01582,POINT(-119.099920 38.790145),POINT(-114.212181 39.153379),2024-04-24 11:17:17
U04414,POINT(-85.997737 37.413994),POINT(-73.558619 42.836540),2026-02-15 11:42:02
U00920,POINT(-76.658225 42.760250),POINT(-67.813638 29.682636),2025-12-13 09:23:19
U03383,POINT(-92.667957 38.408108),POINT(-82.404177 41.795777),2025-01-28 09:55:31
U01546,POINT(-118.896885 35.127949),POINT(-88.515026 31.309390),2024-01-01 06:17:46
U00447,POINT(-115.755364 28.695448),POINT(-92.593955 42.385835),2026-01-01 12:49:26
U00137,POINT(-114.322032 31.674381),POINT(-122.360986 35.880147),2025-07-03 07:42:53
U02583,POINT(-101.256707 30.334443),POINT(-77.050433 34.229697),2025-11-22 13:26:30
U02517,POINT(-110.079768 27.954666),POINT(-96.540273 40.705918),2024-10-24 12:46:47
U02093,POINT(-90.580208 45.554902),POINT(-111.843995 33.973090),2024-01-04 03:21:45
U04451,POINT(-94.078961 29.867556),POINT(-112.959070 33.935943),2026-02-02 03:13:30
U00483,POINT(-69.798091 29.936861),POINT(-78.634769 31.303368),2024-11-30 11:02:41
U03310,POINT(-93.850650 32.171603),POINT(-99.523108 43.091224),2024-04-30 05:16:42
U04094,POINT(-96.293177 34.995758),POINT(-98.294485 40.649373),2025-03-27 09:47:05
U01535,POINT(-69.364361 37.676543),POINT(-106.034187 34.982745),2025-04-28 02:33:37
U02337,POINT(-105.306532 34.714489),POINT(-71.963880 25.717587),2026-03-25 11:43:40
U01310,POINT(-97.616329 45.559503),POINT(-119.917883 39.118553),2026-04-12 21:00:12
U03937,POINT(-78.571111 28.331233),POINT(-79.718862 36.655056),2025-08-19 08:26:10
U03352,POINT(-98.875528 31.613551),POINT(-108.799476 28.664691),2025-12-03 08:15:49
U03514,POINT(-74.498232 44.060279),POINT(-89.401476 29.696656),2024-03-06 05:26:35
U03801,POINT(-97.145071 48.692621),POINT(-100.247546 26.658412),2025-08-06 21:55:08
U01985,POINT(-89.360655 32.591681),POINT(-118.642794 28.530262),2026-03-08 07:29:14
U00835,POINT(-100.436621 36.066951),POINT(-95.414010 34.127588),2025-01-20 01:57:11
U02205,POINT(-76.839660 35.422737),POINT(-91.588649 37.995357),2025-09-09 00:51:22
U03293,POINT(-98.004059 38.239755),POINT(-77.315081 25.721057),2025-05-26 00:52:42
U00322,POINT(-122.190397 46.929273),POINT(-98.481468 27.234291),2024-08-21 13:20:15
U04934,POINT(-70.992352 36.009825),POINT(-70.541789 47.887873),2024-07-08 14:52:25
U01835,POINT(-79.286470 41.440955),POINT(-117.465296 35.984986),2024-09-06 21:03:01
U04646,POINT(-123.207090 28.598507),POINT(-82.647476 31.193511),2026-01-16 15:02:42
U02184,POINT(-123.809469 30.111595),POINT(-120.119082 42.606969),2024-04-20 19:37:07
U00764,POINT(-103.149468 30.935612),POINT(-109.956644 43.590747),2024-10-23 13:01:07
U04005,POINT(-73.161795 39.944516),POINT(-102.756172 29.346675),2024-09-07 10:43:00
U03284,POINT(-78.707947 43.799418),POINT(-119.834551 37.402709),2026-02-12 22:34:50
